citation,query,title,url
82,price based indicators stock prediciton,Predicting the  cost  of hospital stay for stroke patients: the use of diagnosis related groups,https://www.sciencedirect.com/science/article/pii/S0168851001002196
980,price based indicators stock prediciton,What is the Intrinsic Value of the Dow?,https://onlinelibrary.wiley.com/doi/abs/10.1111/0022-1082.00164
1547,price based indicators stock prediciton,Seasoned equity offerings: An empirical investigation,https://www.sciencedirect.com/science/article/pii/0304405X86900516
1906,price based indicators stock prediciton,Who is against immigration? A cross-country investigation of individual attitudes toward immigrants,https://direct.mit.edu/rest/article-abstract/88/3/510/57623
6810,price based indicators stock prediciton,I-TASSER: a unified platform for automated protein structure and function  prediction,https://www.nature.com/articles/nprot.2010.5
4785,price based indicators stock prediciton,[BOOK] [B]   Inefficient markets: An introduction to behavioural finance,https://books.google.com/books?hl=en&lr=&id=vIP4y-luYoIC&oi=fnd&pg=PR5&dq=price+based+indicators+stock+prediciton&ots=P4E0DB9tPl&sig=WHLHxfKFDTIj1m5HyGxM0jS1tZI
2226,price based indicators stock prediciton,Extensions of net reclassification improvement calculations to measure usefulness of new biomarkers,https://onlinelibrary.wiley.com/doi/abs/10.1002/sim.4085
1924,price based indicators stock prediciton,The determinants of corporate liquidity: Theory and evidence,https://www.cambridge.org/core/journals/journal-of-financial-and-quantitative-analysis/article/determinants-of-corporate-liquidity-theory-and-evidence/4F81CF883947D5ECEF80B8923DB5D18C
2439,price based indicators stock prediciton,The relation between auditors' fees for nonaudit services and earnings management,https://publications.aaahq.org/accounting-review/article-abstract/77/s-1/71/2674
2093,price based indicators stock prediciton,Do demand curves for  stocks  slope down?,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.1986.tb04518.x
5137,price based indicators stock prediciton,[HTML] [HTML]   Comparison of C-reactive protein and low-density lipoprotein cholesterol levels in the  prediction  of first cardiovascular events,https://www.nejm.org/doi/full/10.1056/NEJMoa021993
2207,price based indicators stock prediciton,Understanding risk and return,https://www.journals.uchicago.edu/doi/abs/10.1086/262026
1029,price based indicators stock prediciton,Market value and patent citations: A first look,https://www.nber.org/papers/w7741
1534,price based indicators stock prediciton,"Voluntary turnover, social capital, and organizational performance",https://journals.aom.org/doi/abs/10.5465/amr.2001.4845830
1152,price based indicators stock prediciton,What good is a volatility model?,https://iopscience.iop.org/article/10.1088/1469-7688/1/2/305/meta
6078,price based indicators stock prediciton,Empirical exchange rate models of the seventies: Do they fit out of sample?,https://www.sciencedirect.com/science/article/pii/002219968390017X
956,price based indicators stock prediciton,Corporate immunity to the COVID-19 pandemic,https://www.sciencedirect.com/science/article/pii/S0304405X21000957
160,price based indicators stock prediciton,[PDF] [PDF]   Advances in nowcasting influenza-like illness  rates  using search query logs,https://link.springer.com/content/pdf/10.1038/srep12760.pdf
85,price based indicators stock prediciton,"Budgets, internal reports, and manager  forecast  accuracy",https://onlinelibrary.wiley.com/doi/abs/10.1506/car.25.3.3
903,price based indicators stock prediciton,Earnings momentum and earnings management,https://journals.sagepub.com/doi/pdf/10.1177/0148558X0702200211
4227,price based indicators stock prediciton,Capital markets research in accounting,https://www.sciencedirect.com/science/article/pii/S0165410101000301
758,price based indicators stock prediciton,"Taxable income, future earnings, and equity values",https://publications.aaahq.org/accounting-review/article-abstract/79/4/1039/2819
1106,price based indicators stock prediciton,"Remuneration, retention, and reputation incentives for outside directors",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.2004.00699.x
878,price based indicators stock prediciton,On the ineffectiveness of tax policy in altering long-run growth: Harberger's superneutrality conjecture,https://www.sciencedirect.com/science/article/pii/S004727279700011X
4566,price based indicators stock prediciton,[BOOK] [B]   Applications of  prediction  models,https://link.springer.com/chapter/10.1007/978-0-387-77244-8_2
2178,price based indicators stock prediciton,"Ecopath with Ecosim: methods, capabilities and limitations",https://www.sciencedirect.com/science/article/pii/S030438000300365X
932,price based indicators stock prediciton,Does mandatory IFRS adoption improve the information environment?,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1911-3846.2012.01159.x
2200,price based indicators stock prediciton,The term structure as a predictor of real economic activity,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.1991.tb02674.x
1306,price based indicators stock prediciton,Sources of real exchange-rate fluctuations: How important are nominal shocks?,https://www.sciencedirect.com/science/article/pii/0167223194000123
864,price based indicators stock prediciton,What do we know about the profitability of technical analysis?,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-6419.2007.00519.x
1260,price based indicators stock prediciton,Deep interest network for click-through rate  prediction,https://dl.acm.org/doi/abs/10.1145/3219819.3219823
1066,price based indicators stock prediciton,"Information sharing, lending and defaults: Cross-country evidence",https://www.sciencedirect.com/science/article/pii/S0378426601001856
2678,price based indicators stock prediciton,Performance outcomes of purchasing arrangements in industrial buyer-vendor relationships,https://journals.sagepub.com/doi/pdf/10.1177/002224299005400407
877,price based indicators stock prediciton,Do security analysts improve their performance with experience?,https://www.jstor.org/stable/2491458
3173,price based indicators stock prediciton,From efficient markets theory to behavioral finance,https://www.aeaweb.org/articles?id=10.1257%2F089533003321164967&source=post_page---------------------------
13,price based indicators stock prediciton,Time series forecasting of bitcoin  price based  on autoregressive integrated moving average and machine learning approaches,https://www.ije.ir/article_108448.html
1603,price based indicators stock prediciton,Conditional heteroscedasticity in time series of  stock  returns: Evidence and forecasts,https://www.jstor.org/stable/2353123
1379,price based indicators stock prediciton,Further development and validation of empirical scoring functions for structure- based  binding affinity  prediction,https://link.springer.com/article/10.1023/A:1016357811882
8222,price based indicators stock prediciton,[CITATION] [C]   Simple heuristics that make us smart,
9052,price based indicators stock prediciton,Time to build and aggregate fluctuations,https://www.jstor.org/stable/1913386
1108,price based indicators stock prediciton,[PDF] [PDF]   Making supply meet demand in an uncertain world,https://mycourses.aalto.fi/pluginfile.php/1938341/mod_folder/content/0/Session%202%20Fisher%20et%20al%201994%20Making%20Supply%20Meet%20Demand%20in%20an%20Uncertain%20World.PDF
1766,price based indicators stock prediciton,Analyzing the analysts: Career concerns and biased earnings forecasts,https://onlinelibrary.wiley.com/doi/abs/10.1111/1540-6261.00526
1395,price based indicators stock prediciton,Forecasting  stock  market movement direction with support vector machine,https://www.sciencedirect.com/science/article/pii/S0305054804000681
3039,price based indicators stock prediciton,Does corporate social responsibility affect the  cost  of capital?,https://www.sciencedirect.com/science/article/pii/S0378426611000781
1437,price based indicators stock prediciton,Insecurity and the pattern of trade: An empirical investigation,https://direct.mit.edu/rest/article-abstract/84/2/342/57333
2523,price based indicators stock prediciton,Capital‐skill complementarity and inequality: A macroeconomic analysis,https://onlinelibrary.wiley.com/doi/abs/10.1111/1468-0262.00150
978,price based indicators stock prediciton,Are IFRS- based  and US GAAP- based  accounting amounts comparable?,https://www.sciencedirect.com/science/article/pii/S0165410112000249
872,price based indicators stock prediciton,Loss function‐ based  evaluation of DSGE models,https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.582
882,price based indicators stock prediciton,35 years of studies on business failure: an overview of the classic statistical methodologies and their related problems,https://www.sciencedirect.com/science/article/pii/S0890838905000636
754,price based indicators stock prediciton,"A comparative evaluation of waist circumference, waist-to-hip ratio and body mass index as  indicators  of cardiovascular risk factors. The Canadian Heart Health …",https://www.nature.com/articles/0801582
933,price based indicators stock prediciton,Measuring inequality with asset  indicators,https://link.springer.com/article/10.1007/s00148-005-0224-7
1190,price based indicators stock prediciton,Adopting a label: Heterogeneity in the economic consequences around IAS/IFRS adoptions,https://onlinelibrary.wiley.com/doi/abs/10.1111/1475-679X.12005
11236,price based indicators stock prediciton,"Customer satisfaction, market  share , and profitability: Findings from Sweden",https://journals.sagepub.com/doi/pdf/10.1177/002224299405800304
1085,price based indicators stock prediciton,"Option  prices , implied  price  processes, and stochastic volatility",https://onlinelibrary.wiley.com/doi/abs/10.1111/0022-1082.00228
854,price based indicators stock prediciton,Diffusion indexes,https://www.nber.org/papers/w6702
57,price based indicators stock prediciton,Simulated spectral states of active galactic nuclei and observational  predictions,https://academic.oup.com/mnras/article-abstract/413/3/2259/968857
1057,price based indicators stock prediciton,Bank competition and access to finance: International evidence,https://www.jstor.org/stable/3838958
